koi_id,Teff,Teff_err1,Teff_err2,logg,logg_err1,logg_err2,FeH,FeH_err1,FeH_err2
K04617,5432.00,89.00,-65.00,3.993,0.210,-0.090,0.2100,0.1500,-0.1000
K04622,4339.00,78.00,-87.00,4.711,0.020,-0.032,-0.5800,0.1500,-0.1500
K04625,4803.00,170.00,-170.00,4.623,0.032,-0.054,-0.0800,0.3000,-0.3000
K04626,5854.00,79.00,-79.00,4.114,0.182,-0.098,0.1600,0.1500,-0.1500
K04627,5525.00,74.00,-83.00,4.488,0.045,-0.105,0.1600,0.1500,-0.1500
K04630,5929.00,80.00,-80.00,4.123,0.182,-0.098,0.1200,0.1500,-0.1500
K04632,5485.00,191.00,-191.00,4.575,0.051,-0.111,-0.3800,0.3500,-0.3000
K04633,6049.00,72.00,-90.00,4.248,0.125,-0.125,0.1800,0.1500,-0.1500
K04634,6174.00,175.00,-197.00,4.398,0.105,-0.195,-0.2800,0.3000,-0.3000
K04636,5619.00,180.00,-200.00,4.488,0.048,-0.204,0.4400,0.0500,-0.3000
K04637,6311.00,76.00,-76.00,3.993,0.016,-0.018,-0.1200,0.1500,-0.1000
K04640,6720.00,164.00,-234.00,4.316,0.084,-0.210,-0.1400,0.2500,-0.3000
K04644,5119.00,154.00,-139.00,4.591,0.024,-0.090,0.1400,0.2500,-0.3000
K04647,5303.00,175.00,-159.00,3.870,0.630,-0.270,-0.0400,0.3000,-0.2500
K04649,5613.00,152.00,-169.00,4.581,0.038,-0.152,-0.2600,0.3000,-0.3000
K04651,5600.00,169.00,-152.00,4.349,0.171,-0.190,-0.1800,0.3000,-0.3000
K04653,6392.00,153.00,-192.00,4.399,0.065,-0.195,0.0700,0.2500,-0.3500
K04655,5957.00,159.00,-177.00,4.579,0.044,-0.176,-0.6000,0.3000,-0.3000
K04656,6738.00,189.00,-260.00,4.109,0.209,-0.171,-0.1800,0.2500,-0.3000
K04657,5361.00,159.00,-159.00,4.588,0.038,-0.113,-0.1600,0.3000,-0.3000
K04659,5852.00,140.00,-158.00,4.559,0.035,-0.184,-0.3000,0.3000,-0.3000
K04661,5009.00,74.00,-82.00,4.491,0.077,-0.028,0.1600,0.1500,-0.1500
K04663,5687.00,77.00,-77.00,4.191,0.182,-0.098,0.1000,0.1500,-0.1500
K04666,5555.00,167.00,-150.00,4.514,0.074,-0.147,-0.2800,0.3000,-0.3000
K04667,6452.00,157.00,-246.00,4.394,0.067,-0.202,-0.1200,0.2500,-0.3000
K04670,4992.00,208.00,-152.00,4.483,0.083,-0.594,0.2400,0.1800,-0.2400
K04674,5762.00,155.00,-155.00,4.348,0.158,-0.193,-0.1400,0.3000,-0.3000
K04676,5947.00,196.00,-207.00,3.814,0.389,-0.160,0.1800,0.1800,-0.2800
K04680,5757.00,155.00,-173.00,4.597,0.036,-0.153,-0.5000,0.3000,-0.3000
K04685,5763.00,180.00,-200.00,4.484,0.046,-0.184,0.3600,0.1000,-0.3000
K04686,5747.00,77.00,-77.00,3.802,0.330,-0.110,0.2600,0.1500,-0.1500
K04691,5702.00,77.00,-77.00,4.247,0.162,-0.108,0.1400,0.1500,-0.1500
K04692,5972.00,161.00,-179.00,4.570,0.035,-0.196,-0.5400,0.3000,-0.3000
K04693,6144.00,170.00,-170.00,4.149,0.216,-0.126,-0.3000,0.3000,-0.3000
K04694,6258.00,175.00,-219.00,4.442,0.054,-0.216,-0.1200,0.2500,-0.3500
K04698,6469.00,158.00,-248.00,4.385,0.056,-0.224,0.0700,0.2500,-0.3000
K04699,6108.00,82.00,-92.00,4.251,0.125,-0.112,0.1000,0.1500,-0.1500
K04700,5515.00,182.00,-199.00,4.592,0.036,-0.135,-0.2600,0.3000,-0.3000
K04705,5751.00,172.00,-189.00,4.431,0.120,-0.180,-0.3600,0.3000,-0.3000
K04706,6210.00,169.00,-225.00,4.407,0.087,-0.203,-0.1800,0.2500,-0.3000
K04709,5420.00,162.00,-146.00,4.596,0.038,-0.120,-0.2000,0.3000,-0.3000
K04710,5973.00,160.00,-178.00,4.547,0.044,-0.187,-0.3400,0.3000,-0.3000
K04711,5623.00,169.00,-152.00,4.596,0.042,-0.127,-0.4000,0.3000,-0.3000
K04713,5780.00,nan,nan,4.438,nan,nan,0.0000,0.0000,0.0000
K04714,5356.00,159.00,-159.00,4.589,0.035,-0.112,-0.1200,0.3000,-0.3000
K04715,6015.00,200.00,-200.00,4.297,0.236,-0.193,-0.6800,0.3000,-0.3000
K04716,5929.00,71.00,-83.00,4.357,0.081,-0.150,0.1600,0.1500,-0.1500
K04717,5645.00,76.00,-76.00,4.299,0.137,-0.112,0.1400,0.1500,-0.1500
K04725,4970.00,164.00,-134.00,3.924,0.624,-0.336,0.3200,0.1000,-0.3000
K04733,5008.00,192.00,-174.00,4.572,0.033,-0.066,0.1800,0.2000,-0.3000
K04735,4951.00,81.00,-81.00,4.523,0.063,-0.027,0.1400,0.1500,-0.1500
K04737,6156.00,171.00,-214.00,4.443,0.054,-0.216,0.0000,0.2500,-0.3000
K04742,4401.00,78.00,-78.00,4.677,0.017,-0.027,-0.3800,0.1500,-0.1500
K04745,4721.00,75.00,-85.00,4.615,0.021,-0.036,-0.0200,0.1500,-0.1500
K04747,6084.00,81.00,-90.00,4.287,0.099,-0.121,0.1400,0.1500,-0.1500
K04748,6046.00,190.00,-211.00,4.478,0.054,-0.216,0.0700,0.2500,-0.3000
K04749,5792.00,161.00,-202.00,4.514,0.050,-0.200,0.0400,0.2500,-0.3000
K04750,5662.00,186.00,-186.00,4.560,0.031,-0.178,-0.1200,0.3000,-0.3000
K04754,6060.00,181.00,-199.00,4.509,0.048,-0.192,-0.2200,0.3000,-0.3000
K04755,5207.00,83.00,-83.00,4.516,0.050,-0.055,0.1600,0.1500,-0.1500
K04756,6355.00,173.00,-230.00,4.410,0.070,-0.210,-0.0800,0.2500,-0.3000
K04759,5724.00,77.00,-85.00,4.495,0.030,-0.120,0.1400,0.1500,-0.1500
K04762,4597.00,137.00,-137.00,4.590,0.056,-0.024,-0.1000,0.3000,-0.3000
K04763,5995.00,161.00,-179.00,4.337,0.136,-0.187,-0.1400,0.3000,-0.3000
K04764,5269.00,158.00,-158.00,4.603,0.032,-0.097,-0.2000,0.3000,-0.3000
K04765,6025.00,78.00,-90.00,4.331,0.084,-0.126,0.1200,0.1500,-0.1500
K04766,5032.00,80.00,-80.00,4.479,0.077,-0.033,0.2000,0.1500,-0.1500
K04768,5201.00,156.00,-156.00,4.616,0.072,-0.044,-0.8400,0.3000,-0.3000
K04771,6701.00,161.00,-241.00,4.326,0.058,-0.217,-0.0200,0.2500,-0.3500
K04772,6072.00,78.00,-91.00,4.343,0.076,-0.114,0.1400,0.1500,-0.1500
K04773,6095.00,122.00,-134.00,4.349,0.099,-0.121,-0.1600,0.1500,-0.1500
K04774,5285.00,185.00,-185.00,4.467,0.104,-0.138,0.0000,0.2500,-0.3000
K04775,5334.00,214.00,-214.00,3.712,0.308,-0.132,0.3200,0.1500,-0.3000
K04776,5934.00,178.00,-160.00,4.444,0.135,-0.165,-0.8000,0.3000,-0.3000
K04777,3396.00,50.00,-50.00,4.991,0.060,-0.060,-0.1000,0.1000,-0.1000
K04780,5591.00,150.00,-166.00,4.559,0.032,-0.179,0.0700,0.2500,-0.3000
K04782,6032.00,167.00,-222.00,4.485,0.045,-0.284,-0.0600,0.2200,-0.3000
K04792,6247.00,152.00,-217.00,4.433,0.054,-0.216,-0.0600,0.2500,-0.3000
K04793,5851.00,157.00,-192.00,4.515,0.039,-0.221,-0.0400,0.2500,-0.3000
K04794,5250.00,86.00,-78.00,4.404,0.098,-0.140,0.2000,0.1500,-0.1500
K04797,4810.00,173.00,-173.00,4.584,0.060,-0.035,-0.2600,0.3000,-0.3000
K04799,5436.00,89.00,-65.00,3.993,0.217,-0.093,0.2000,0.1500,-0.1000
K04801,5886.00,70.00,-88.00,4.472,0.030,-0.127,0.1600,0.1500,-0.1500
K04803,5520.00,74.00,-82.00,4.544,0.021,-0.119,0.1400,0.1500,-0.1500
K04804,6084.00,165.00,-202.00,4.542,0.044,-0.176,-0.4400,0.3000,-0.3000
K04808,3606.00,81.00,-90.00,4.855,0.065,-0.052,-0.2000,0.2000,-0.2000
K04810,5589.00,75.00,-75.00,4.384,0.099,-0.110,0.1400,0.1500,-0.1500
K04811,5767.00,190.00,-173.00,4.082,0.357,-0.153,-0.0800,0.3000,-0.2500
K04813,4781.00,168.00,-168.00,4.679,0.036,-0.045,-0.7000,0.3000,-0.3000
K04815,5937.00,159.00,-177.00,4.558,0.034,-0.195,-0.4200,0.3000,-0.3000
K04818,6831.00,163.00,-225.00,3.971,0.228,-0.123,-0.0800,0.3000,-0.3000
K04820,5999.00,180.00,-198.00,4.494,0.048,-0.192,-0.0600,0.2500,-0.3000
K04822,6201.00,150.00,-184.00,4.472,0.046,-0.302,-0.2000,0.2400,-0.3200
K04823,5339.00,291.00,-212.00,3.823,0.707,-0.303,-0.2800,0.3500,-0.2500
K04826,5438.00,81.00,-73.00,3.916,0.217,-0.093,0.3200,0.1000,-0.1500
K04827,5675.00,170.00,-170.00,4.554,0.060,-0.140,-0.5400,0.3000,-0.3000
K04829,6407.00,179.00,-246.00,4.358,0.087,-0.203,-0.0800,0.2500,-0.3000
K04833,5992.00,188.00,-209.00,4.195,0.258,-0.172,-0.2000,0.3000,-0.3000
K04834,5110.00,142.00,-177.00,3.611,0.247,-0.152,0.2800,0.1500,-0.3500
K04837,5516.00,166.00,-166.00,4.669,0.026,-0.097,-0.8400,0.3000,-0.3000
K04838,4352.00,116.00,-129.00,4.671,0.032,-0.042,-0.2000,0.3000,-0.3000
K04839,6194.00,191.00,-210.00,3.813,0.528,-0.132,-0.3800,0.3000,-0.3000
K04840,5812.00,78.00,-78.00,4.083,0.182,-0.084,0.1400,0.1500,-0.1500
K04844,5285.00,159.00,-143.00,4.566,0.049,-0.091,-0.1800,0.3000,-0.3000
K04846,5668.00,169.00,-186.00,4.545,0.033,-0.187,-0.0200,0.3000,-0.3000
K04849,5483.00,163.00,-147.00,4.632,0.032,-0.104,-0.5600,0.3000,-0.3000
K04850,5802.00,156.00,-156.00,4.537,0.048,-0.192,-0.2400,0.3000,-0.3000
K04852,5942.00,187.00,-229.00,4.439,0.067,-0.216,0.1800,0.2000,-0.3000
K04853,5817.00,139.00,-191.00,4.491,0.052,-0.208,0.0800,0.2500,-0.3000
K04854,5215.00,83.00,-83.00,4.496,0.066,-0.050,0.1400,0.1500,-0.1500
K04856,6046.00,190.00,-232.00,4.478,0.040,-0.229,0.0700,0.2500,-0.3000
K04857,6011.00,189.00,-231.00,4.507,0.040,-0.229,-0.1800,0.3000,-0.3000
K04859,4807.00,143.00,-129.00,4.546,0.066,-0.039,0.0400,0.2500,-0.3000
K04861,5671.00,152.00,-169.00,4.582,0.038,-0.152,-0.3400,0.3000,-0.3000
K04864,5888.00,158.00,-151.00,4.269,0.201,-0.215,-0.3800,0.3200,-0.2400
K04871,6538.00,147.00,-196.00,4.339,0.092,-0.138,-0.4000,0.2500,-0.3000
K04875,3880.00,69.00,-92.00,4.722,0.023,-0.035,0.1400,0.1500,-0.1500
K04877,6322.00,156.00,-203.00,4.426,0.065,-0.195,-0.1200,0.2500,-0.3000
K04881,6514.00,181.00,-227.00,4.090,0.258,-0.172,-0.3400,0.3000,-0.3000
K04885,5516.00,166.00,-150.00,4.308,0.214,-0.195,0.0800,0.2500,-0.2500
K04886,5999.00,175.00,-214.00,4.494,0.043,-0.300,-0.0600,0.2200,-0.3000
K04890,6622.00,160.00,-275.00,4.331,0.065,-0.195,0.2100,0.1500,-0.3500
K04891,5941.00,178.00,-196.00,4.519,0.037,-0.213,-0.1400,0.3000,-0.3000
K04892,5984.00,161.00,-161.00,4.322,0.195,-0.195,-0.5200,0.3000,-0.3000
K04893,6014.00,181.00,-199.00,4.486,0.048,-0.192,0.0700,0.2000,-0.3500
K04895,5435.00,81.00,-81.00,4.453,0.076,-0.085,0.1200,0.1500,-0.1500
K04896,6118.00,191.00,-212.00,4.416,0.087,-0.203,-0.2400,0.3000,-0.3000
K04900,6086.00,168.00,-232.00,4.435,0.070,-0.210,-0.1000,0.2500,-0.3000
K04904,5523.00,74.00,-74.00,4.364,0.121,-0.099,0.1400,0.1500,-0.1500
K04906,5541.00,198.00,-198.00,4.600,0.034,-0.136,-0.3600,0.3000,-0.3000
K04907,6358.00,160.00,-208.00,4.359,0.087,-0.203,-0.1600,0.2500,-0.3000
K04912,6102.00,79.00,-85.00,4.069,0.174,-0.116,0.1600,0.1500,-0.1000
K04913,6537.00,176.00,-195.00,3.760,0.285,-0.095,-0.0200,0.2500,-0.2500
K04914,5611.00,84.00,-75.00,4.190,0.182,-0.098,0.1400,0.1500,-0.1500
K04923,6164.00,165.00,-191.00,4.117,0.259,-0.239,-0.2800,0.3000,-0.3000
K04926,4848.00,131.00,-146.00,4.581,0.063,-0.036,-0.2800,0.3000,-0.3000
K04928,3386.00,103.00,-33.00,4.810,0.010,-0.020,0.4800,0.0500,-0.1500
K04938,6306.00,174.00,-261.00,4.426,0.065,-0.208,-0.1000,0.2500,-0.3000
K04957,3606.00,57.00,-72.00,4.859,0.045,-0.036,-0.2000,0.1000,-0.1000
K04963,6373.00,179.00,-247.00,4.256,0.204,-0.167,-0.5400,0.3000,-0.3000
K04967,6225.00,194.00,-237.00,4.450,0.065,-0.195,-0.1200,0.2500,-0.3000
K04972,6346.00,76.00,-82.00,4.362,0.035,-0.105,0.1400,0.1500,-0.2000
K04975,5838.00,157.00,-192.00,4.529,0.037,-0.200,-0.0800,0.3000,-0.3000
K04992,5654.00,152.00,-169.00,4.590,0.036,-0.135,-0.3800,0.3000,-0.3000
K04999,5816.00,78.00,-78.00,4.432,0.051,-0.119,0.1600,0.1500,-0.1500
K05007,5934.00,178.00,-178.00,3.945,0.440,-0.110,-0.0600,0.3000,-0.3000
K05040,6079.00,79.00,-85.00,4.059,0.174,-0.116,0.1800,0.1500,-0.1500
K05067,5557.00,75.00,-83.00,4.500,0.038,-0.113,0.1200,0.1500,-0.1500
K05071,6032.00,189.00,-232.00,4.485,0.050,-0.200,-0.0600,0.2500,-0.3000
K05084,5548.00,83.00,-72.00,3.964,0.217,-0.093,0.1200,0.1500,-0.1000
K05088,5674.00,170.00,-170.00,4.473,0.121,-0.148,-0.5400,0.3500,-0.3000
K05098,5180.00,103.00,-103.00,4.548,0.041,-0.054,0.0000,0.1500,-0.1500
K05104,6063.00,190.00,-211.00,4.476,0.050,-0.200,0.0700,0.2500,-0.3500
K05110,4869.00,68.00,-58.00,3.193,0.030,-0.030,-0.0400,0.1500,-0.1000
K05117,5504.00,166.00,-166.00,4.583,0.036,-0.144,-0.1600,0.3000,-0.3000
K05124,5324.00,85.00,-74.00,4.396,0.126,-0.063,0.1000,0.1500,-0.1500
K05149,5726.00,172.00,-172.00,4.564,0.034,-0.195,-0.2200,0.3000,-0.3000
K05155,6313.00,75.00,-85.00,4.364,0.027,-0.082,0.3600,0.1000,-0.1500
K05169,5204.00,153.00,-153.00,4.515,0.102,-0.077,-0.2600,0.3000,-0.3000
K05174,5186.00,102.00,-144.00,3.273,0.269,-0.301,-0.3600,0.2200,-0.3200
K05178,6535.00,154.00,-212.00,4.373,0.065,-0.195,-0.1000,0.2500,-0.3000
K05196,6626.00,160.00,-180.00,3.728,0.312,-0.078,-0.3400,0.3500,-0.2500
K05202,6014.00,157.00,-190.00,4.494,0.042,-0.301,-0.0800,0.2200,-0.3000
K05207,5962.00,71.00,-88.00,4.443,0.040,-0.120,0.1000,0.1500,-0.1500
K05211,5435.00,73.00,-89.00,4.578,0.011,-0.104,0.0700,0.1500,-0.1500
K05219,5897.00,70.00,-88.00,4.476,0.028,-0.105,0.1600,0.1500,-0.1500
K05224,6123.00,73.00,-85.00,4.332,0.051,-0.119,0.3400,0.1000,-0.1500
K05236,5912.00,71.00,-82.00,4.367,0.080,-0.120,0.1000,0.1500,-0.1500
K05245,5388.00,161.00,-145.00,4.560,0.088,-0.064,-0.7000,0.3000,-0.3000
K05249,6372.00,176.00,-242.00,4.453,0.054,-0.216,-0.3200,0.2500,-0.3000
K05267,5921.00,89.00,-71.00,3.766,0.238,-0.102,0.2000,0.1500,-0.1500
K05274,5413.00,97.00,-65.00,4.107,0.266,-0.114,0.1000,0.2000,-0.1000
K05275,6318.00,199.00,-244.00,4.247,0.209,-0.171,-0.5200,0.3000,-0.3000
K05276,5150.00,184.00,-184.00,4.634,0.033,-0.077,-0.3400,0.3000,-0.3000
K05278,5330.00,187.00,-187.00,4.627,0.032,-0.097,-0.3800,0.3000,-0.3000
K05279,5784.00,78.00,-78.00,4.330,0.115,-0.115,0.1400,0.1500,-0.1500
K05283,5919.00,156.00,-167.00,4.488,0.048,-0.290,-0.1200,0.2400,-0.3000
K05284,5731.00,153.00,-170.00,4.440,0.098,-0.182,-0.1000,0.3000,-0.3000
K05287,4998.00,52.00,-281.00,2.524,0.030,-0.030,0.0700,0.1500,-0.5000
K05288,5595.00,169.00,-152.00,4.562,0.042,-0.168,-0.1200,0.3000,-0.3000
K05297,5374.00,75.00,-85.00,4.495,0.049,-0.091,0.2200,0.1500,-0.1500
K05300,6392.00,155.00,-175.00,3.967,0.266,-0.114,-0.2000,0.2500,-0.2500
K05308,5268.00,158.00,-158.00,4.475,0.108,-0.156,-0.1400,0.3000,-0.3000
K05310,5597.00,75.00,-84.00,4.418,0.085,-0.114,0.1400,0.1500,-0.1500
K05321,6163.00,219.00,-219.00,4.060,0.350,-0.150,-0.3200,0.3000,-0.3000
K05327,3694.00,117.00,-147.00,4.686,0.075,-0.020,0.5600,0.0500,-0.3000
K05329,6108.00,189.00,-232.00,4.471,0.054,-0.216,-0.0800,0.2500,-0.3000
K05331,5269.00,84.00,-84.00,4.567,0.017,-0.088,0.1600,0.1500,-0.1500
K05332,6192.00,172.00,-237.00,4.433,0.058,-0.232,-0.0600,0.2500,-0.3000
K05333,5922.00,182.00,-223.00,4.429,0.070,-0.210,0.1800,0.2000,-0.3000
K05336,6537.00,175.00,-214.00,4.044,0.228,-0.123,-0.0200,0.2500,-0.3000
K05341,6311.00,150.00,-188.00,4.207,0.214,-0.175,-0.2800,0.2500,-0.3000
K05359,3939.00,52.00,-51.00,4.735,0.060,-0.060,-0.2000,0.1000,-0.1000
K05371,4899.00,174.00,-174.00,4.624,0.023,-0.072,0.0700,0.3000,-0.3000
K05375,5142.00,120.00,-180.00,3.470,1.232,-0.308,-0.6600,0.2500,-0.3500
K05384,6217.00,194.00,-259.00,4.306,0.132,-0.198,-0.1200,0.2500,-0.3000
K05388,5425.00,177.00,-145.00,3.704,0.784,-0.196,-0.1600,0.3500,-0.2500
K05410,6223.00,194.00,-259.00,4.392,0.087,-0.203,-0.0800,0.2500,-0.3000
K05411,7372.00,231.00,-334.00,4.142,0.124,-0.202,-0.0400,0.2000,-0.3500
K05416,3869.00,133.00,-147.00,4.674,0.068,-0.023,0.2100,0.2000,-0.3000
K05418,5475.00,164.00,-164.00,4.567,0.030,-0.170,0.0700,0.2500,-0.3000
K05426,6103.00,165.00,-184.00,4.209,0.264,-0.176,-0.5000,0.3000,-0.3000
K05433,5878.00,70.00,-88.00,4.424,0.054,-0.117,0.0800,0.1500,-0.1500
K05435,4949.00,177.00,-177.00,4.588,0.025,-0.070,0.2400,0.2000,-0.3000
K05440,6187.00,197.00,-241.00,4.499,0.052,-0.208,-0.3200,0.3000,-0.3000
K05447,5713.00,68.00,-85.00,4.541,0.013,-0.117,0.0700,0.1500,-0.1500
K05454,5037.00,196.00,-157.00,4.540,0.066,-0.157,-0.2000,0.3400,-0.2800
K05458,5023.00,166.00,-151.00,4.565,0.039,-0.066,0.1000,0.2500,-0.3000
K05459,6039.00,81.00,-81.00,3.760,0.300,-0.100,0.1400,0.1500,-0.1000
K05466,5858.00,156.00,-191.00,4.495,0.052,-0.208,0.1000,0.2500,-0.3000
K05475,6072.00,167.00,-137.00,4.133,0.301,-0.129,-0.7600,0.3000,-0.2000
K05476,5635.00,76.00,-76.00,4.278,0.156,-0.104,0.1400,0.1500,-0.1500
K05485,5188.00,146.00,-164.00,3.327,0.409,-0.220,-0.2400,0.2500,-0.3000
K05486,6996.00,188.00,-230.00,3.627,0.298,-0.053,-0.2000,0.3000,-0.2500
K05512,5488.00,180.00,-180.00,4.570,0.040,-0.160,-0.0600,0.3000,-0.3000
K05515,6247.00,170.00,-207.00,4.255,0.214,-0.175,-0.5000,0.3000,-0.3000
K05518,5679.00,152.00,-152.00,4.581,0.036,-0.144,-0.3200,0.3000,-0.3000
K05552,5505.00,109.00,-98.00,4.386,0.126,-0.094,0.0000,0.1500,-0.1500
K05553,5456.00,207.00,-189.00,4.477,0.112,-0.138,-0.3000,0.3500,-0.3000
K05563,5222.00,173.00,-157.00,3.556,0.936,-0.234,-0.2600,0.3000,-0.2500
K05566,6456.00,182.00,-228.00,3.725,0.527,-0.093,-0.1200,0.3000,-0.2500
K05568,5889.00,79.00,-88.00,3.358,0.450,-0.079,0.2800,0.1500,-0.1500
K05581,5636.00,171.00,-171.00,4.218,0.214,-0.156,0.4200,0.0500,-0.3000
K05597,5073.00,75.00,-83.00,4.481,0.077,-0.033,0.1200,0.1500,-0.1500
K05600,5053.00,136.00,-151.00,3.824,0.777,-0.777,nan,nan,nan
K05602,5812.00,70.00,-87.00,4.504,0.016,-0.136,0.2100,0.1500,-0.1500
K05605,5627.00,186.00,-169.00,4.002,0.413,-0.138,0.2000,0.2000,-0.3000
K05622,5474.00,166.00,-149.00,4.598,0.032,-0.128,-0.2800,0.3000,-0.3000
K05625,5197.00,181.00,-181.00,4.548,0.088,-0.064,-0.4400,0.3500,-0.3000
K05628,4810.00,146.00,-146.00,4.633,0.028,-0.056,-0.1400,0.3000,-0.3000
K05632,6551.00,129.00,-194.00,4.337,0.073,-0.147,-0.1000,0.2500,-0.3000
K05651,5141.00,196.00,-179.00,4.526,0.082,-0.075,-0.2400,0.3000,-0.3000
K05654,5299.00,186.00,-186.00,4.535,0.093,-0.076,-0.4400,0.3500,-0.3000
K05663,5960.00,77.00,-83.00,4.306,0.103,-0.126,0.1000,0.1500,-0.1500
K05677,5221.00,78.00,-86.00,4.422,0.099,-0.081,0.1800,0.1500,-0.1000
K05688,5176.00,184.00,-184.00,4.612,0.033,-0.083,-0.1800,0.3000,-0.3000
K05692,4147.00,82.00,-82.00,4.601,0.042,-0.007,0.4400,0.0500,-0.1500
K05706,5977.00,190.00,-211.00,4.473,0.048,-0.204,0.2100,0.2000,-0.3000
K05719,6304.00,196.00,-240.00,4.407,0.072,-0.217,-0.1000,0.2500,-0.3000
K05727,4703.00,183.00,-147.00,4.550,0.047,-0.056,0.2000,0.2000,-0.2600
K05732,5913.00,147.00,-177.00,4.581,0.036,-0.144,-0.5000,0.2500,-0.3000
K05736,5725.00,78.00,-78.00,4.212,0.162,-0.108,0.0800,0.1500,-0.1500
K05745,5297.00,159.00,-143.00,4.546,0.052,-0.097,-0.0600,0.3000,-0.3000
K05748,5115.00,84.00,-76.00,4.470,0.090,-0.030,0.1200,0.1500,-0.1500
K05761,5877.00,79.00,-79.00,3.941,0.264,-0.066,0.3400,0.1000,-0.1500
K05762,5579.00,150.00,-167.00,4.580,0.034,-0.136,-0.2200,0.3000,-0.3000
K05769,5753.00,68.00,-85.00,4.417,0.063,-0.117,0.2000,0.1500,-0.1500
K05790,4899.00,77.00,-87.00,4.624,0.007,-0.063,0.0700,0.2000,-0.1500
K05796,5613.00,76.00,-76.00,4.378,0.110,-0.110,0.1200,0.1500,-0.1500
K05800,6091.00,193.00,-214.00,4.424,0.070,-0.210,-0.0400,0.2500,-0.3000
K05801,5849.00,159.00,-185.00,4.517,0.034,-0.300,-0.0200,0.2200,-0.3000
K05805,5277.00,62.00,-115.00,3.495,0.259,-0.111,0.1400,0.1500,-0.2000
K05817,5903.00,79.00,-70.00,4.179,0.176,-0.108,0.1000,0.1500,-0.1500
K05827,6024.00,197.00,-197.00,4.309,0.253,-0.207,-0.8800,0.3000,-0.3000
K05831,4031.00,139.00,-153.00,4.666,0.068,-0.023,-0.1000,0.3000,-0.3000
K05833,6261.00,174.00,-174.00,4.001,0.280,-0.120,-0.4600,0.3000,-0.3000
K05834,6095.00,190.00,-253.00,4.429,0.065,-0.195,0.1400,0.2000,-0.3000
K05842,6277.00,174.00,-239.00,4.417,0.065,-0.208,-0.0200,0.2500,-0.3000
K05845,6888.00,192.00,-312.00,4.223,0.112,-0.138,-0.1000,0.2500,-0.3500
K05846,5157.00,77.00,-141.00,3.541,0.168,-0.112,0.0000,0.1000,-0.2000
K05850,5952.00,173.00,-194.00,4.469,0.057,-0.284,-0.1600,0.2400,-0.2800
K05854,6146.00,170.00,-192.00,4.497,0.052,-0.208,-0.2600,0.2500,-0.3500
K05855,5600.00,84.00,-67.00,4.209,0.182,-0.112,0.1600,0.1500,-0.1500
K05856,5490.00,82.00,-82.00,3.629,0.262,-0.087,0.2400,0.1500,-0.1500
K05863,5620.00,156.00,-139.00,4.498,0.054,-0.271,-0.1200,0.2800,-0.2600
K05874,5426.00,76.00,-76.00,4.378,0.126,-0.084,0.1200,0.1500,-0.1500
K05875,6477.00,159.00,-250.00,4.361,0.087,-0.203,-0.2600,0.2500,-0.3000
K05889,6195.00,167.00,-243.00,4.407,0.061,-0.331,0.1200,0.1600,-0.3400
K05895,5550.00,166.00,-166.00,4.411,0.124,-0.186,-0.0800,0.3000,-0.3000
K05899,5548.00,156.00,-141.00,4.433,0.080,-0.252,0.2000,0.1800,-0.2600
K05900,6823.00,165.00,-242.00,4.212,0.121,-0.344,-0.1400,0.2400,-0.3600
K05901,6533.00,149.00,-182.00,4.227,0.135,-0.135,-0.2400,0.2500,-0.3000
K05909,4808.00,172.00,-172.00,4.521,0.078,-0.045,0.2800,0.1500,-0.3000
K05915,5874.00,141.00,-177.00,4.542,0.034,-0.184,-0.2000,0.3000,-0.3000
K05917,5766.00,156.00,-173.00,4.498,0.050,-0.200,-0.0600,0.3000,-0.3000
K05919,6238.00,195.00,-239.00,4.224,0.162,-0.198,0.0600,0.2500,-0.3000
K05929,5830.00,140.00,-175.00,4.540,0.035,-0.184,-0.1400,0.3000,-0.3000
K05932,5736.00,155.00,-155.00,4.576,0.042,-0.168,-0.3400,0.3000,-0.3000
K05940,5496.00,174.00,-194.00,4.592,0.040,-0.120,-0.2400,0.3000,-0.3000
K05943,5869.00,79.00,-79.00,4.175,0.162,-0.108,0.1000,0.1500,-0.1500
K05961,4492.00,141.00,-157.00,4.727,0.054,-0.032,-1.1800,0.3000,-0.3000
K05964,6039.00,163.00,-199.00,4.478,0.052,-0.221,0.0700,0.2500,-0.3000
K05965,4871.00,160.00,-160.00,4.608,0.032,-0.054,0.0000,0.3000,-0.3000
K05974,4680.00,167.00,-167.00,4.618,0.056,-0.032,-0.3800,0.3000,-0.3000
K05987,4918.00,51.00,-116.00,2.889,0.228,-0.152,0.2100,0.1500,-0.2000
K06068,8914.00,246.00,-458.00,3.896,0.270,-0.180,0.0700,0.2500,-0.6000
K06085,6184.00,185.00,-222.00,4.371,0.090,-0.210,-0.1600,0.2500,-0.3000
K06093,5440.00,87.00,-76.00,3.404,0.289,-0.051,0.3000,0.1500,-0.1500
K06097,nan,nan,nan,nan,nan,nan,nan,nan,nan
K06100,6362.00,158.00,-211.00,4.248,0.158,-0.283,-0.2600,0.2600,-0.3000
K06103,5874.00,87.00,-79.00,3.664,0.375,-0.125,0.1200,0.1500,-0.1500
K06118,7081.00,193.00,-276.00,4.160,0.129,-0.354,-0.2200,0.2800,-0.3600
K06120,6116.00,190.00,-211.00,4.444,0.070,-0.210,-0.1400,0.3000,-0.3000
